1;fr;En France, de quand datent les congés payés ainsi que la semaine de quarante heures ?;1936;1946;1926;1956;Débutant;Les congés payés sont une innovation sociale majeure dont certaines prémices étaient apparues en Allemagne.;https://fr.wikipedia.org/wiki/Congés_payés
2;fr;Quand a débuté la Cinquième République en France, succédant à la Quatrième République ?;1958;1968;1948;1938;Débutant;Elle marque une rupture par rapport à la tradition parlementaire de la République française.;https://fr.wikipedia.org/wiki/Cinquième_République_(France)
3;fr;Quelle est l'année du début de la Seconde Guerre mondiale, conflit armé planétaire ?;1939;1940;1938;1914;Débutant;Ce conflit planétaire opposa schématiquement deux camps : les Alliés et l'Axe.;https://fr.wikipedia.org/wiki/Seconde_Guerre_mondiale
4;fr;En quelle année a eu lieu la Bataille de Verdun du 21 février au 19 décembre ?;1916;1926;1936;1946;Débutant;Cette bataille a vu une moyenne de 70 000 victimes pour chacun des dix mois du conflit.;https://fr.wikipedia.org/wiki/Bataille_de_Verdun_(1916)
5;fr;Quand eut lieu la première Bataille de la Marne, mettant en échec le plan Schlieffen ?;1914;1916;1940;1942;Débutant;Cette bataille doit être distinguée de la seconde bataille de la Marne, qui se déroula en juillet 1918.;https://fr.wikipedia.org/wiki/Bataille_de_la_Marne_(1914)
6;fr;En quelle année Kennedy, souvent désigné par ses initiales JFK, a-t-il été assassiné ?;1963;1973;1953;1983;Débutant;Son assassinat reste à ce jour, pour beaucoup, non résolu, alimentant les rumeurs et les hypothèses les plus folles.;https://fr.wikipedia.org/wiki/John_Fitzgerald_Kennedy
7;fr;En quelle année est mort Charles de Gaulle, grand homme d'État français ?;1970;1960;1980;1950;Débutant;Charles de Gaulle fut le premier à occuper la magistrature suprême sous la Cinquième République.;https://fr.wikipedia.org/wiki/Charles_de_Gaulle
8;fr;En quelle année les Accords de Genève ont-ils marqué la fin de la guerre d'Indochine ?;1954;1964;1944;1974;Débutant;Depuis 1946, la guerre d'Indochine opposait principalement la France au Viet Minh dirigé par Ho Chi Minh.;https://fr.wikipedia.org/wiki/Accords_de_Genève
9;fr;En quelle année Charles De Gaulle a-t-il été élu au suffrage universel ?;1965;1955;1975;1945;Débutant;Sa vision du pouvoir l'oppose aux partis communiste, socialiste, centristes pro-européens et d'extrême droite.;https://fr.wikipedia.org/wiki/Charles_de_Gaulle
10;fr;En quelle année une crise économique mondiale s'est-elle déclenchée aux États-Unis ?;1929;1939;1919;1949;Débutant;La Grande Dépression va du krach de 1929 aux États-Unis jusqu'à la Seconde Guerre mondiale.;https://fr.wikipedia.org/wiki/Grande_Dépression
11;fr;En quelle année s'est déroulée la Conférence de Brazzaville avec le général de Gaulle ?;1944;1954;1964;1974;Confirmé;À l'issue de cette conférence, l'abolition du code de l'indigénat est décidée ainsi qu'une politique d'assimilation en faveur des colonies.;https://fr.wikipedia.org/wiki/Conférence_de_Brazzaville
12;fr;En quelle année le Plan Marshall a-t-il permis de redresser l'économie européenne ?;1947;1957;1967;1977;Confirmé;Les milliards débloqués ne furent pas un don mais un prêt accordé par des banques américaines.;https://fr.wikipedia.org/wiki/Plan_Marshall
13;fr;Jusque quand Franco a-t-il gouverné l'Espagne, avant l'arrivée au pouvoir de Juan Carlos ?;1975;1985;1965;1995;Confirmé;Selon l'historien franquiste Ricardo de la Cierva, il s'agissait pour Franco de sauver l'Espagne du chaos.;https://fr.wikipedia.org/wiki/Francisco_Franco
14;fr;La Guerre d'Algérie a pris fin avec les Accords d'Évian qui furent signés en quelle année ?;1962;1952;1972;1982;Confirmé;Après l'indépendance, ce fut le tour d'une guerre civile algérienne qui se termina en septembre 1963.;https://fr.wikipedia.org/wiki/Accords_d'Évian
15;fr;En quelle année fut signé à  Rome le traité sur le fonctionnement de l'Union européenne ?;1957;1967;1947;1977;Confirmé;Le Traité de Maastricht a renommé la Communauté économique européenne en Communauté européenne.;https://fr.wikipedia.org/wiki/Traité_sur_le_fonctionnement_de_l'Union_européenne
16;fr;En France, de quand date la victoire du Front Populaire, coalition de partis de gauche ?;1936;1926;1946;1956;Confirmé;Il réunissait les trois principaux partis de la gauche, la SFIO, le Parti radical-socialiste et le Parti communiste.;https://fr.wikipedia.org/wiki/Front_populaire_(France)
17;fr;Quelle est l'année du torpillage du paquebot Lusitania et des premières attaques au gaz ?;1915;1905;1925;1935;Confirmé;Son torpillage, avec plus de 1 200 passagers, joua un rôle important dans l'hostilité des États-Unis envers l'Allemagne.;https://fr.wikipedia.org/wiki/RMS_Lusitania
18;fr;En quelle année la France est-elle entrée dans la CEE pour son intégration économique ?;1957;1947;1967;1977;Confirmé;Charles de Gaulle utilisa son droit de veto à l'entrée du Royaume-Uni dans les communautés.;https://fr.wikipedia.org/wiki/Communauté_économique_européenne
19;fr;En quelle année Salvador Allende a-t-il trouvé la mort durant le coup d'État de Pinochet ?;1973;1963;1953;1943;Confirmé;Salvador Allende se suicida dans le palais de la Moneda, sous les bombes putschistes.;https://fr.wikipedia.org/wiki/Salvador_Allende
20;fr;À partir de quelle année Fidel Catro a-t-il dirigé Cuba en renversant le régime de Batista ?;1958;1948;1968;1978;Confirmé;Ses détracteurs et des organisations de défense des droits de l'Homme dénoncent son gouvernement comme une dictature.;https://fr.wikipedia.org/wiki/Fidel_Castro
21;fr;Quelle est l'année de la nomination d'Hitler comme chancelier du Reich ?;1933;1923;1943;1913;Expert;L'année suivante, il se fait aussitôt plébisciter en août 1934 comme chef de l'État, portant le titre de Führer.;https://fr.wikipedia.org/wiki/Adolf_Hitler
22;fr;En quelle année le Japon a-t-il battu l'Empire russe durant la bataille de Tsushima ?;1905;1915;1925;1935;Expert;Il s'agit du principal affrontement naval de la guerre russo-japonaise (février 1904 - septembre 1905).;https://fr.wikipedia.org/wiki/Bataille_de_Tsushima
23;fr;En quelle année la visite de Nixon à Pékin a-t-elle marqué la fin de l'isolement chinois ?;1972;1962;1952;1982;Expert;Cette visite est devenue une métaphore en anglais pour parler d'une action inhabituelle d'un politicien.;https://fr.wikipedia.org/wiki/Visite_de_Richard_Nixon_en_Chine_en_1972
24;fr;En quelle année l'Irlande du Sud, anciennement britannique, est-il devenu indépendant ?;1921;1911;1901;1931;Expert;Le Parlement de l'Irlande du Sud de l'Irlande ne s'est réuni qu'une seule fois avec seulement quatre membres présents.;https://fr.wikipedia.org/wiki/Irlande_du_Sud
25;fr;En quelle année a eu lieu la Conférence de Bandung sur la décolonisation ?;1955;1965;1945;1975;Expert;La conférence à réuni pour la première fois les représentants de vingt-neuf pays africains et asiatiques.;https://fr.wikipedia.org/wiki/Conférence_de_Bandung
